address,bank,atm_id,coord_x,coord_y,freguesia,parish,mway_dist,police_dis,income,density,age,unp_rate,com_dens,event_date,detec_date,gross_loss,indirect_loss,net_loss,freq_attack,success_attack,n_income,n_density,n_age,n_unp_rate,n_com_dens,n_freq_attack
Avenida Almirante Reis Lisbon,BANCO COMERCIAL PORTUGUES,CP59,-9.13449,38.73113,Arroios,4,3019.81001594,177.634396506,44,0.0,55,12,47,,,0,0,0,0,0,4,1,4,3,5,0
Rua Morais Soares 76 a Lisbon,BANCO COMERCIAL PORTUGUES,CP61,-9.13019,38.73274,Arroios,4,3280.03379944,547.337231705,40,30.9691,49,18,28,,,0,0,0,0,0,4,4,4,4,4,0
Praca Luis De Camoes 33 Lisbon,BANCO COMERCIAL PORTUGUES,CP62,-9.14372,38.71075,Santa Maria Maior,18,2874.3251482,263.361835713,34,6.6527,59,13,56,,,0,0,0,0,0,3,2,5,3,5,0
Estrada De Benfica 711 Lisbon,BANCO COMERCIAL PORTUGUES,CP63,-9.20155,38.75041,Benfica,7,975.999951959,565.104017336,38,33.6238,36,9,28,,,0,0,0,0,0,3,4,2,2,4,0
Avenida Antonio Augusto De Aguiar S/N Lisbon,BANCO COMERCIAL PORTUGUES,CP64,-9.1521,38.73204,Avenidas Novas,5,1748.90318099,448.74363029,38,4.8337,50,13,18,,,0,0,0,0,0,3,1,4,3,2,0
Avenida Lusiada LJ 1002 Lisbon,BANCO COMERCIAL PORTUGUES,CP65,-9.18017,38.75002,Carnide,10,676.242304325,851.816370282,60,4.0355,30,7,18,,,0,0,0,0,0,6,1,1,2,2,0
Avenida Marechal Gomes Da Costa 37 Lisbon,BANCO COMERCIAL PORTUGUES,CP66,-9.11739,38.75993,Olivais,15,1118.47687437,487.347925129,28,0.0,34,20,9,,,0,0,0,0,0,2,1,2,5,2,0
Avenida Santo Condestavel Lisbon,BANCO COMERCIAL PORTUGUES,CP67,-9.11817,38.7507,Marvila,13,1697.0939828,445.177364924,28,0.0207,47,17,9,,,0,0,0,0,0,2,1,3,4,2,0
Rua Joao Frederico Ludovice Lisbon,BANCO COMERCIAL PORTUGUES,CP68,-9.20721,38.75068,Benfica,7,848.027595565,892.123232721,44,35.9334,42,10,28,,,0,0,0,0,0,4,4,3,3,4,0
Praca Duque De Saldanha Lisbon,BANCO COMERCIAL PORTUGUES,CP69,-9.14475,38.73363,Avenidas Novas,5,2111.36495688,447.477916322,54,2.6551,48,8,28,,,0,0,0,0,0,5,1,3,2,4,0
Travessa Larga 2 Lisbon,BANCO COMERCIAL PORTUGUES,CP70,-9.14425,38.72188,Santo Antonio,19,2513.53559642,461.082034335,56,0.5166,55,2,18,,,0,0,0,0,0,5,1,4,1,2,0
Avenida 5 De Outubro 60-68 Lisbon,BANCO COMERCIAL PORTUGUES,CP71,-9.15001,38.74634,Alvalade,2,1325.99223494,465.102230892,34,7.0984,46,15,9,,,0,0,0,0,0,3,2,3,4,2,0
Avenida Antonio Augusto De Aguiar 21 Lisbon,BANCO COMERCIAL PORTUGUES,CP72,-9.15126,38.73089,Avenidas Novas,5,1862.94266235,305.826905753,28,4.8337,45,16,28,,,0,0,0,0,0,2,1,3,4,4,0
Avenida Lusiada Piso 1 Lisbon,BANCO COMERCIAL PORTUGUES,CP73,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Rodrigues De Faria 103 Lisbon,BANCO COMERCIAL PORTUGUES,CP75,-9.17884,38.70352,Alcântara,1,614.486094684,127.440740972,40,1.0554,33,13,18,,,0,0,0,0,0,4,1,2,3,2,0
Avenida 24 De Julho S/N Lisbon,BANCO COMERCIAL PORTUGUES,CP76,-9.1586,38.7052,Estrela,11,1722.30736522,691.480772771,36,0.0271,51,12,18,,,0,0,0,0,0,3,1,4,3,2,0
Esplanada Dom Carlos I Lisbon,BANCO COMERCIAL PORTUGUES,CP77,-9.09375,38.76254,Parque das Na,16,2761.79069464,1368.81098265,64,0.1389,54,5,37,,,0,0,0,0,0,6,1,4,2,4,0
Avenida Frei Miguel Contreiras Lisbon,BANCO COMERCIAL PORTUGUES,CP78,-9.13532,38.74588,Alvalade,2,1973.82997635,1074.77236963,70,17.6108,41,2,9,,,0,0,0,0,0,6,3,3,1,2,0
Praca Jose Queiros Lisbon,BANCO COMERCIAL PORTUGUES,CP79,-9.10581,38.77392,Parque das Na,16,1337.241958,848.463897633,60,4.019,41,2,9,,,0,0,0,0,0,6,1,3,1,2,0
Praca Dom Pedro Iv 51 Lisbon,BANCO COMERCIAL PORTUGUES,CP80,-9.14001,38.71396,Santa Maria Maior,18,3034.89648616,109.63760476,26,1.1868,59,18,56,,,0,0,0,0,0,2,1,5,4,5,0
Estrada De Benfica 709 Lisbon,BANCO COMERCIAL PORTUGUES,CP81,-9.20138,38.75037,Benfica,7,986.572654821,555.726971276,38,33.6238,40,12,28,,,0,0,0,0,0,3,4,2,3,4,0
Avenida Torre De Belem Lisbon,BANCO COMERCIAL PORTUGUES,CP82,-9.21474,38.69668,Belém,6,1096.46020579,1139.0820169,40,3.5755,55,17,9,,,0,0,0,0,0,4,1,4,4,2,0
Praca Jose Queiros Lisbon,BANCO COMERCIAL PORTUGUES,CP83,-9.10581,38.77392,Parque das Na,16,1337.241958,848.463897633,60,4.019,41,2,9,,,0,0,0,0,0,6,1,3,1,2,0
Rua Ferreira Borges 62-66 Lisbon,BANCO COMERCIAL PORTUGUES,CP84,-9.16389,38.71681,Campo de Ourique,8,1025.79577993,393.170230678,50,23.4881,34,12,28,,,0,0,0,0,0,5,3,2,3,4,0
Travessa Larga 2 Lisbon,BANCO COMERCIAL PORTUGUES,CP85,-9.14425,38.72188,Santo Antonio,19,2513.53559642,461.082034335,56,0.5166,55,2,18,,,0,0,0,0,0,5,1,4,1,2,0
Rua Rodrigues Sampaio 18 a Lisbon,BANCO COMERCIAL PORTUGUES,CP86,-9.14503,38.72135,Santo Antonio,19,2448.21701818,486.131169459,60,4.1595,45,2,18,,,0,0,0,0,0,6,1,3,1,2,0
Avenida De Roma 3 B Lisbon,BANCO COMERCIAL PORTUGUES,CP88,-9.1382,38.74193,Avenidas Novas,5,2342.68032231,648.531696013,64,15.4605,44,2,37,,,0,0,0,0,0,6,2,3,1,4,0
Avenida Infante Santo 76 Lisbon,BANCO COMERCIAL PORTUGUES,CP89,-9.16437,38.71103,Campo de Ourique,8,1189.68081676,301.620441778,40,9.3117,52,12,18,,,0,0,0,0,0,4,2,4,3,2,0
Rua Carmo Lisbon,BANCO COMERCIAL PORTUGUES,CP90,-9.13966,38.71207,Santa Maria Maior,18,3135.46704172,294.579847982,46,2.8326,61,13,84,,,0,0,0,0,0,4,1,5,3,5,0
Rua Palma 2 B Lisbon,BANCO COMERCIAL PORTUGUES,CP91,-9.13722,38.71494,Santa Maria Maior,18,3236.08257294,207.787543398,28,0.4372,57,18,65,,,0,0,0,0,0,2,1,5,4,5,0
Avenida Engenheiro Arantes E Oliveira Lisbon,BANCO COMERCIAL PORTUGUES,CP92,-9.1243,38.74092,Areeiro,3,2503.93822905,211.206199237,66,21.9865,42,5,9,,,0,0,0,0,0,6,3,3,2,2,0
Azinhaga Ulmeiros S/N Lisbon,BANCO COMERCIAL PORTUGUES,CP94,-9.17453,38.76897,Carnide,10,1284.4044525,659.390195178,44,0.0426,27,9,9,,,0,0,0,0,0,4,1,1,2,2,0
Avenida Dom Joao Ii Lisbon,BANCO COMERCIAL PORTUGUES,CP95,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Rua Rodrigues De Faria 103 Lisbon,BANCO COMERCIAL PORTUGUES,CP96,-9.17884,38.70352,Alcântara,1,614.486094684,127.440740972,40,1.0554,33,13,18,,,0,0,0,0,0,4,1,2,3,2,0
Rua Garrett 66 Lisbon,BANCO COMERCIAL PORTUGUES,CP97,-9.14101,38.71082,Santa Maria Maior,18,3082.737007,130.273398072,44,4.9795,59,16,75,,,0,0,0,0,0,4,1,5,4,5,0
Avenida Lusiada LJ 2084a Lisbon,BANCO COMERCIAL PORTUGUES,CP98,-9.18017,38.75002,Carnide,10,676.242304325,851.816370282,60,4.0355,30,7,18,,,0,0,0,0,0,6,1,1,2,2,0
Rua Conde De Sabugosa Lisbon,BANCO COMERCIAL PORTUGUES,CP99,-9.13998,38.74785,Alvalade,2,1699.46876151,618.071440639,56,37.9623,45,7,28,,,0,0,0,0,0,5,4,3,2,4,0
Avenida Rainha Dona Amelia 14 A/b Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF01,-9.159,38.76674,Lumiar,12,912.721806359,682.190239479,50,29.9154,27,12,18,,,0,0,0,0,0,5,4,1,3,2,0
Avenida Barbosa Du Bocage 85 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF02,-9.14785,38.74001,Avenidas Novas,5,1559.4379903,520.264095969,34,6.5439,53,18,18,,,0,0,0,0,0,3,2,4,4,2,0
Rua Padre Americo 32 B Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF03,-9.18077,38.76393,Carnide,10,1027.52129823,288.459678791,34,20.1043,34,13,9,,,0,0,0,0,0,3,3,2,3,2,0
Avenida Roma 20C E D Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF04,-9.13883,38.74403,Avenidas Novas,5,2130.67092822,817.543352867,58,12.5537,44,5,37,,,0,0,0,0,0,6,2,3,2,4,0
Avenida 5 De Outubro 137 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF05,-9.14863,38.73977,Avenidas Novas,5,1503.096504,564.772927638,34,8.8245,53,18,18,,,0,0,0,0,0,3,2,4,4,2,0
Rua Carlos Alberto Da Mota Pinto Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF06,-9.16128,38.72274,Campo de Ourique,8,1031.53415283,541.959944654,60,1.9491,55,5,65,,,0,0,0,0,0,6,1,4,2,5,0
Avenida Almirante Reis 114 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF07,-9.13414,38.7317,Arroios,4,3017.10989703,193.339135168,58,28.9082,50,8,47,,,0,0,0,0,0,6,4,4,2,5,0
Avenida Conde Valbom 1 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF08,-9.14979,38.73608,Avenidas Novas,5,1595.84990301,617.261829513,28,13.6241,48,16,28,,,0,0,0,0,0,2,2,3,4,4,0
Rua Castilho 32 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF09,-9.15098,38.72241,Santo Antonio,19,1927.17950676,260.555881319,62,1.2401,46,2,18,,,0,0,0,0,0,6,1,3,1,2,0
Avenida Da Igreja 32 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF10,-9.14319,38.75354,Alvalade,2,1009.1635349,530.444002244,62,10.0841,41,5,47,,,0,0,0,0,0,6,2,3,2,5,0
Rua Dom Duarte 4 A Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF12,-9.13735,38.71458,Santa Maria Maior,18,3235.86802189,241.704954987,28,0.4372,57,18,65,,,0,0,0,0,0,2,1,5,4,5,0
Rua Coronel Bento Roma 942 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF13,-9.13633,38.74849,Alvalade,2,1722.71064749,911.593868386,56,5.5661,45,3,9,,,0,0,0,0,0,5,1,3,1,2,0
Avenida Columbano Bordalo Pinheiro 75-C Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF14,-9.16344,38.73867,Avenidas Novas,5,620.889869554,561.928982418,44,19.6764,48,13,9,,,0,0,0,0,0,4,3,3,3,2,0
Rua Vale Formoso De Cima 140 B Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF15,-9.10411,38.74843,Marvila,13,2749.83238527,723.098375541,24,22.642,45,22,9,,,0,0,0,0,0,2,3,3,5,2,0
Alameda Dos Oceanos Lote 4 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF16,-9.09562,38.77871,Parque das Na,16,1234.26962716,443.734142691,64,28.5203,42,5,9,,,0,0,0,0,0,6,4,3,2,2,0
Avenida Nuno Krus Abecassis LT 19.01D3 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF17,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida 24 De Julho 98 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF18,-9.16113,38.70428,Estrela,11,1541.49262328,870.588458393,30,4.1988,53,15,9,,,0,0,0,0,0,2,1,4,4,2,0
Estrada De Benfica 507 Lisbon,BANCO INTERNACIONAL DO FUNCHAL,IF19,-9.19592,38.7502,Benfica,7,781.716273113,577.77599913,44,28.9335,41,11,22,,,0,0,0,0,0,4,4,3,3,3,0
Praca Marques Pombal 1 Lisbon,MONTEPIO GERAL,MG01,-9.15018,38.72431,Santo Antonio,19,2006.27333177,47.0471396113,54,0.2537,47,8,18,,,0,0,0,0,0,5,1,3,2,2,0
Rua 1 De Maio 101 Lisbon,MONTEPIO GERAL,MG02,-9.15476,38.79159,Lumiar,12,1278.42180239,1527.58107388,24,12.1128,26,20,9,,,0,0,0,0,0,2,2,1,5,2,0
Praca Duque Terceira 1 Lisbon,MONTEPIO GERAL,MG03,-9.14392,38.70669,MisericOrdia,14,2958.07716426,376.802195483,48,4.6701,62,13,28,,,0,0,0,0,0,5,1,5,3,4,0
Rua Manuel Jesus Coelho 1 Lisbon,MONTEPIO GERAL,MG04,-9.14464,38.72086,Santo Antonio,19,2485.59537781,548.925449107,70,2.743,53,3,18,,,0,0,0,0,0,6,1,4,1,2,0
Rua Cidade De Bolama Loja 2.25 Lisbon,MONTEPIO GERAL,MG05,-9.11366,38.76197,Olivais,15,1251.35035323,439.946129843,32,15.3238,25,18,28,,,0,0,0,0,0,3,2,1,4,4,0
Aeroporto Da Portela Lisbon,MONTEPIO GERAL,MG06,-9.13537,38.77559,Olivais,15,1173.74225281,710.121988906,50,0.1558,35,5,9,,,0,0,0,0,0,5,1,2,2,2,0
Rua Cidade De Bolama Loja 0.25 Lisbon,MONTEPIO GERAL,MG07,-9.11304,38.76189,Olivais,15,1297.2050025,489.29861831,32,15.3238,25,18,28,,,0,0,0,0,0,3,2,1,4,4,0
Rua De Campolide 55 B Lisbon,MONTEPIO GERAL,MG08,-9.16243,38.72731,Campolide,9,1071.06715588,703.928997683,32,14.8614,31,17,28,,,0,0,0,0,0,3,2,1,4,4,0
Rua Cidade Vila Cabral Lote 43 Lisbon,MONTEPIO GERAL,MG09,-9.12094,38.76609,Olivais,15,486.12183619,216.268120668,22,17.6114,30,22,9,,,0,0,0,0,0,1,3,1,5,2,0
Rua Jorge De Sena 1 LM Lisbon,MONTEPIO GERAL,MG10,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida Coronel Eduardo Galhardo 3G Lisbon,MONTEPIO GERAL,MG100,-9.12557,38.72768,Penha de Franea,17,3884.40035067,162.380058399,28,25.5019,48,18,18,,,0,0,0,0,0,2,3,3,4,2,0
Rua Manuel Jesus Coelho 1 Lisbon,MONTEPIO GERAL,MG11,-9.14464,38.72086,Santo Antonio,19,2485.59537781,548.925449107,70,2.743,53,3,18,,,0,0,0,0,0,6,1,4,1,2,0
Praca Alvalade 6 - 1 Lisbon,MONTEPIO GERAL,MG12,-9.145,38.7534,Alvalade,2,977.485238512,443.328787813,50,8.9961,40,7,37,,,0,0,0,0,0,5,2,2,2,4,0
Rua Ferreira Borges 97 Lisbon,MONTEPIO GERAL,MG13,-9.1642,38.71758,Campo de Ourique,8,952.92484351,417.34424563,60,27.1108,32,8,18,,,0,0,0,0,0,6,4,2,2,2,0
Rua Luis Cristino Da Silva 239 Lisbon,MONTEPIO GERAL,MG14,-9.12326,38.75829,Marvila,13,766.972526013,708.449781035,42,41.1218,46,17,9,,,0,0,0,0,0,4,5,3,4,2,0
Rua Cidade De Bolama Loja 0.25 Lisbon,MONTEPIO GERAL,MG15,-9.11304,38.76189,Olivais,15,1297.2050025,489.29861831,32,15.3238,25,18,28,,,0,0,0,0,0,3,2,1,4,4,0
Rossio Olivais LT 2.13.01 Lisbon,MONTEPIO GERAL,MG16,-9.09389,38.76847,Parque das Na,16,2224.69193631,721.207940239,64,0.1389,54,5,37,,,0,0,0,0,0,6,1,4,2,4,0
Rua Pinheiro Chagas 34 Lisbon,MONTEPIO GERAL,MG17,-9.14878,38.73375,Avenidas Novas,5,1820.96959135,528.410952611,36,16.5618,51,14,28,,,0,0,0,0,0,3,3,4,4,4,0
Avenida Almirante Reis 137 Lisbon,MONTEPIO GERAL,MG18,-9.13446,38.73243,Arroios,4,2955.88559766,180.798194043,40,25.0405,50,10,47,,,0,0,0,0,0,4,3,4,3,5,0
Avenida Joao Crisostomo 15 Lisbon,MONTEPIO GERAL,MG19,-9.14456,38.73617,Avenidas Novas,5,1984.53782682,198.403851179,58,5.3141,39,7,18,,,0,0,0,0,0,6,1,2,2,2,0
Calcada Galvao 121 Lisbon,MONTEPIO GERAL,MG20,-9.20268,38.70333,Belém,6,1783.29171521,666.638593206,30,22.7882,35,17,18,,,0,0,0,0,0,2,3,2,4,2,0
Rua Augusta 206-214 Lisbon,MONTEPIO GERAL,MG21,-9.13801,38.71177,Santa Maria Maior,18,3281.18021083,353.578197971,36,9.6532,62,16,84,,,0,0,0,0,0,3,2,5,4,5,0
Rua Prata 82 Lisbon,MONTEPIO GERAL,MG22,-9.13646,38.71007,Santa Maria Maior,18,3477.86280015,209.02986153,26,7.1363,55,18,65,,,0,0,0,0,0,2,2,4,4,5,0
Rua Luis Cristino Da Silva 239 Lisbon,MONTEPIO GERAL,MG23,-9.12326,38.75829,Marvila,13,766.972526013,708.449781035,42,41.1218,46,17,9,,,0,0,0,0,0,4,5,3,4,2,0
Rua Voz Do Operario 13 Lisbon,MONTEPIO GERAL,MG24,-9.12918,38.71558,Santa Maria Maior,18,3900.68932931,463.674442639,30,3.9969,61,15,9,,,0,0,0,0,0,2,1,5,4,2,0
Sede PT - R. Andrade Corvo 6 Lisbon,MONTEPIO GERAL,MG25,-9.14491,38.7292,Avenidas Novas,5,2407.81719012,331.519745794,50,5.3711,55,8,56,,,0,0,0,0,0,5,1,4,2,5,0
Rua Castilho 5 Lisbon,MONTEPIO GERAL,MG26,-9.14969,38.72042,Santo Antonio,19,2052.93566308,457.62294068,50,3.8452,53,6,9,,,0,0,0,0,0,5,1,4,2,2,0
Rua Manuel Maria Viana Lisbon,MONTEPIO GERAL,MG28,-9.18196,38.69976,Alcântara,1,1087.27190922,617.975266459,50,2.4051,27,13,9,,,0,0,0,0,0,5,1,1,3,2,0
Rua Jose Duro 25 C Lisbon,MONTEPIO GERAL,MG29,-9.14122,38.75493,Alvalade,2,953.66010195,757.021778404,60,14.1078,35,7,37,,,0,0,0,0,0,6,2,2,2,4,0
Campo Grande 10-E Lisbon,MONTEPIO GERAL,MG30,-9.14782,38.74897,Alvalade,2,1445.74694011,121.597063478,58,32.0845,42,3,9,,,0,0,0,0,0,6,4,3,1,2,0
Rua Garrett 62 Lisbon,MONTEPIO GERAL,MG31,-9.14094,38.71083,Santa Maria Maior,18,3087.78930153,131.644003704,44,4.9795,59,16,75,,,0,0,0,0,0,4,1,5,4,5,0
Rua Entrecampos 28 Lisbon,MONTEPIO GERAL,MG32,-9.14582,38.74549,Alvalade,2,1674.20190986,467.074714814,62,16.373,42,2,9,,,0,0,0,0,0,6,3,3,1,2,0
Rua Serpa Pinto 7 Lisbon,MONTEPIO GERAL,MG33,-9.14143,38.70864,Santa Maria Maior,18,3160.58522364,116.819105688,38,6.8695,63,13,28,,,0,0,0,0,0,3,2,5,3,4,0
Avenida Marques De Tomar 5 Lisbon,MONTEPIO GERAL,MG34,-9.14933,38.7355,Avenidas Novas,5,1665.33512817,597.890520617,50,19.1981,51,12,18,,,0,0,0,0,0,5,3,4,3,2,0
Avenida Columbano Bordalo Pinheiro 61-F Lisbon,MONTEPIO GERAL,MG35,-9.16185,38.73805,Avenidas Novas,5,728.155361155,436.00248903,30,14.6857,27,16,9,,,0,0,0,0,0,2,2,1,4,2,0
Campo Grande 10-E Lisbon,MONTEPIO GERAL,MG36,-9.14782,38.74897,Alvalade,2,1445.74694011,121.597063478,58,32.0845,42,3,9,,,0,0,0,0,0,6,4,3,1,2,0
Rua Alexandre Ferreira 48a Lisbon,MONTEPIO GERAL,MG37,-9.16294,38.77735,Lumiar,12,1634.48077816,855.216214113,30,4.2939,30,18,9,,,0,0,0,0,0,2,1,1,4,2,0
Rua Augusta 206-214 Lisbon,MONTEPIO GERAL,MG39,-9.13801,38.71177,Santa Maria Maior,18,3281.18021083,353.578197971,36,9.6532,62,16,84,,,0,0,0,0,0,3,2,5,4,5,0
Alameda Oceanos LT 2.10.01 Lisbon,MONTEPIO GERAL,MG40,-9.09715,38.75541,Marvila,13,2833.19950652,1516.31540662,58,15.8297,42,4,9,,,0,0,0,0,0,6,2,3,1,2,0
Rua Da Junqueira 126 Lisbon,MONTEPIO GERAL,MG42,-9.19251,38.69773,Belém,6,1789.45978346,798.602611996,34,2.9949,35,15,9,,,0,0,0,0,0,3,1,2,4,2,0
Rua Fanqueiros 58 Lisbon,MONTEPIO GERAL,MG43,-9.13545,38.70972,Santa Maria Maior,18,3573.92705111,246.388055792,34,3.9445,61,13,37,,,0,0,0,0,0,3,1,5,3,4,0
Avenida Antonio Jose De Almeida Lote 30 Lisbon,MONTEPIO GERAL,MG44,-9.14137,38.73799,Avenidas Novas,5,2164.44076157,148.144983582,64,16.8918,35,3,9,,,0,0,0,0,0,6,3,2,1,2,0
Largo Sao Cristovao 1 Lisbon,MONTEPIO GERAL,MG46,-9.13563,38.71258,Santa Maria Maior,18,3444.82289919,391.299806665,36,9.9272,55,15,37,,,0,0,0,0,0,3,2,4,4,4,0
Alameda Oceanos LT 2.10.01 Lisbon,MONTEPIO GERAL,MG47,-9.09715,38.75541,Marvila,13,2833.19950652,1516.31540662,58,15.8297,42,4,9,,,0,0,0,0,0,6,2,3,1,2,0
Rossio Olivais LT 2.13.01 Lisbon,MONTEPIO GERAL,MG48,-9.09389,38.76847,Parque das Na,16,2224.69193631,721.207940239,64,0.1389,54,5,37,,,0,0,0,0,0,6,1,4,2,4,0
Aeroporto Da Portela Lisbon,MONTEPIO GERAL,MG49,-9.13537,38.77559,Olivais,15,1173.74225281,710.121988906,50,0.1558,35,5,9,,,0,0,0,0,0,5,1,2,2,2,0
Avenida Almirante Reis 137 Lisbon,MONTEPIO GERAL,MG50,-9.13446,38.73243,Arroios,4,2955.88559766,180.798194043,40,25.0405,50,10,47,,,0,0,0,0,0,4,3,4,3,5,0
Rua Ouro 219 Lisbon,MONTEPIO GERAL,MG51,-9.13907,38.71169,Santa Maria Maior,18,3198.84151716,284.272755223,34,0.2874,57,13,84,,,0,0,0,0,0,3,1,5,3,5,0
Rua Arroios 118-A Lisbon,MONTEPIO GERAL,MG52,-9.13606,38.73055,Arroios,4,2933.19775404,138.100978026,60,27.0824,45,7,37,,,0,0,0,0,0,6,4,3,2,4,0
Rua Vale De Santo Antonio 74 Lisbon,MONTEPIO GERAL,MG53,-9.12296,38.71835,Suo Vicente,20,4388.97083492,271.721968336,26,26.5047,59,17,18,,,0,0,0,0,0,2,4,5,4,2,0
Rua de Sao Domingos 37 Lisbon,MONTEPIO GERAL,MG54,-9.16156,38.70757,Estrela,11,1421.30626371,603.482181918,40,1.7491,46,13,9,,,0,0,0,0,0,4,1,3,3,2,0
Avenida Engenheiro Duarte Pacheco Piso 1 Lisbon,MONTEPIO GERAL,MG55,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida 24 De Julho 2 a Lisbon,MONTEPIO GERAL,MG56,-9.14495,38.70668,MisericOrdia,14,2868.92322963,305.353137666,22,0.9716,61,23,28,,,0,0,0,0,0,1,1,5,5,4,0
Rua Tomas Ribeiro 6 C Lisbon,MONTEPIO GERAL,MG57,-9.14796,38.73135,Avenidas Novas,5,2051.13694545,269.984750325,48,10.7571,52,10,47,,,0,0,0,0,0,5,2,4,3,5,0
Praca Marechal Humberto Delgado Pmo 1 Lisbon,MONTEPIO GERAL,MG58,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Prior Crato 1 Lisbon,MONTEPIO GERAL,MG59,-9.17116,38.70539,Alcântara,1,702.493929286,571.102907779,38,9.1194,49,13,9,,,0,0,0,0,0,3,2,4,3,2,0
Avenida Duque De avila 79 a Lisbon,MONTEPIO GERAL,MG61,-9.14416,38.73498,Avenidas Novas,5,2077.0573902,289.256360528,42,3.6254,50,13,18,,,0,0,0,0,0,4,1,4,3,2,0
Rua Prior Crato 1 Lisbon,MONTEPIO GERAL,MG62,-9.17116,38.70539,Alcântara,1,702.493929286,571.102907779,38,9.1194,49,13,9,,,0,0,0,0,0,3,2,4,3,2,0
Avenida De Roma 42a Lisbon,MONTEPIO GERAL,MG63,-9.14039,38.74693,Alvalade,2,1781.61585059,626.544283396,44,27.8353,42,8,37,,,0,0,0,0,0,4,4,3,2,4,0
Rua Manuel Jesus Coelho 1 Lisbon,MONTEPIO GERAL,MG64,-9.14464,38.72086,Santo Antonio,19,2485.59537781,548.925449107,70,2.743,53,3,18,,,0,0,0,0,0,6,1,4,1,2,0
Alameda Das Linhas De Torres 94 a Lisbon,MONTEPIO GERAL,MG65,-9.15675,38.76465,Lumiar,12,724.343119982,666.719118143,42,6.7953,28,12,9,,,0,0,0,0,0,4,2,1,3,2,0
Avenida Engenheiro Duarte Pacheco Piso 1 Lisbon,MONTEPIO GERAL,MG66,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida 24 De Julho 2 a Lisbon,MONTEPIO GERAL,MG67,-9.14495,38.70668,MisericOrdia,14,2868.92322963,305.353137666,22,0.9716,61,23,28,,,0,0,0,0,0,1,1,5,5,4,0
Estrada Militar Lote Lisbon,MONTEPIO GERAL,MG68,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida Antonio Augusto De Aguiar 122 Lisbon,MONTEPIO GERAL,MG69,-9.15268,38.73318,Campolide,9,1619.99606772,449.79934,48,6.3624,50,14,18,,,0,0,0,0,0,5,2,4,4,2,0
Rua Ouro 219 a Lisbon,MONTEPIO GERAL,MG70,-9.13907,38.71169,Santa Maria Maior,18,3198.84151716,284.272755223,34,0.2874,57,13,84,,,0,0,0,0,0,3,1,5,3,5,0
Rua 1 De Maio 101 Lisbon,MONTEPIO GERAL,MG71,-9.15476,38.79159,Lumiar,12,1278.42180239,1527.58107388,24,12.1128,26,20,9,,,0,0,0,0,0,2,2,1,5,2,0
Rua Augusta 206-214 Lisbon,MONTEPIO GERAL,MG72,-9.13801,38.71177,Santa Maria Maior,18,3281.18021083,353.578197971,36,9.6532,62,16,84,,,0,0,0,0,0,3,2,5,4,5,0
Avenida oscar Monteiro Torres 31B Lisbon,MONTEPIO GERAL,MG74,-9.14193,38.74322,Avenidas Novas,5,2008.13787213,652.80968817,54,22.8402,37,4,28,,,0,0,0,0,0,5,3,2,1,4,0
Praca Duque Terceira 1 Lisbon,MONTEPIO GERAL,MG75,-9.14392,38.70669,MisericOrdia,14,2958.07716426,376.802195483,48,4.6701,62,13,28,,,0,0,0,0,0,5,1,5,3,4,0
