address,bank,atm_id,coord_x,coord_y,freguesia,parish,mway_dist,police_dis,income,density,age,unp_rate,com_dens,event_date,detec_date,gross_loss,indirect_loss,net_loss,freq_attack,success_attack,n_income,n_density,n_age,n_unp_rate,n_com_dens,n_freq_attack
Rua Braamcamp 68/70 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI26,-9.15214,38.72219,Santo Antonio,19,1826.66041571,241.326858049,58,11.6798,49,5,18,,,0,0,0,0,0,6,2,4,2,2,0
Rua Ramalho Ortigao 12 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI27,-9.15601,38.73561,Campolide,9,1226.76390875,368.614774761,50,12.6835,47,13,18,,,0,0,0,0,0,5,2,3,3,2,0
Avenida Roma 32 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI28,-9.13986,38.74588,Alvalade,2,1906.93207894,727.352011988,62,14.3092,39,3,37,,,0,0,0,0,0,6,2,2,1,4,0
Avenida Miguel Bombarda 68 Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI29,-9.14979,38.73674,Avenidas Novas,5,1556.00457512,604.228690916,28,13.1152,48,16,28,,,0,0,0,0,0,2,2,3,4,4,0
Alameda Das Linhas De Torres 255C Lisbon,BANCO NACIONAL DE CREDITO IMOBILIARIO,NCI30,-9.16153,38.77279,Lumiar,12,1591.00004722,924.353013107,52,19.6432,27,8,18,,,0,0,0,0,0,5,3,1,2,2,0
Rua Ferreira Borges 121a Lisbon,SOCIEDADE INTERBANCARIA,SI01,-9.16419,38.71808,Campo de Ourique,8,922.663433856,455.072342642,46,27.1108,35,10,28,,,0,0,0,0,0,4,4,2,3,4,0
Rua Castilho 20 Lisbon,SOCIEDADE INTERBANCARIA,SI02,-9.14928,38.72054,Santo Antonio,19,2086.89841722,445.988068712,50,1.3903,53,6,9,,,0,0,0,0,0,5,1,4,2,2,0
Praca Duque De Saldanha 1 Lisbon,SOCIEDADE INTERBANCARIA,SI03,-9.14466,38.73293,Avenidas Novas,5,2161.64301424,518.323738795,44,2.6551,50,12,37,,,0,0,0,0,0,4,1,4,3,4,0
Avenida Liberdade 224 Lisbon,SOCIEDADE INTERBANCARIA,SI05,-9.14698,38.72254,Santo Antonio,19,2275.00839028,325.959548513,68,0.564,45,2,18,,,0,0,0,0,0,6,1,3,1,2,0
Avenida Republica 20 Lisbon,SOCIEDADE INTERBANCARIA,SI06,-9.14511,38.73642,Avenidas Novas,5,1929.35973007,220.901940057,40,12.7676,55,13,18,,,0,0,0,0,0,4,2,4,3,2,0
Avenida 5 De Outubro 52-D Lisbon,SOCIEDADE INTERBANCARIA,SI07,-9.14771,38.7368,Avenidas Novas,5,1709.16829051,424.120358814,48,17.8596,51,14,18,,,0,0,0,0,0,5,3,4,4,2,0
Rua Professor Vieira De Almeida 2C Lisbon,SOCIEDADE INTERBANCARIA,SI08,-9.16651,38.76103,Lumiar,12,628.993672035,230.16897354,52,10.6777,25,11,9,,,0,0,0,0,0,5,2,1,3,2,0
Avenida Casal Ribeiro 28 Lisbon,SOCIEDADE INTERBANCARIA,SI09,-9.14239,38.73243,Arroios,4,2356.03066916,529.322309184,50,8.0947,53,8,28,,,0,0,0,0,0,5,2,4,2,4,0
Avenida Dom Joao Ii Lisbon,SOCIEDADE INTERBANCARIA,SI10,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Avenida Antonio Augusto De Aguiar 23e Lisbon,SOCIEDADE INTERBANCARIA,SI11,-9.1516,38.73128,Avenidas Novas,5,1819.66055461,357.264013976,28,4.8337,45,16,28,,,0,0,0,0,0,2,1,3,4,4,0
Avenida Roma 50-F Lisbon,SOCIEDADE INTERBANCARIA,SI13,-9.14086,38.74779,Alvalade,2,1677.90812811,548.630971539,60,27.8353,42,6,28,,,0,0,0,0,0,6,4,3,2,4,0
Avenida 5 De Outubro 48 Lisbon,SOCIEDADE INTERBANCARIA,SI14,-9.14728,38.73591,Avenidas Novas,5,1790.42443669,415.463692045,40,4.7238,47,12,18,,,0,0,0,0,0,4,1,3,3,2,0
Avenida Lusiada LJ 90/91 Lisbon,SOCIEDADE INTERBANCARIA,SI15,-9.19312,38.75574,Carnide,10,626.662552482,383.770198474,36,0.0814,25,11,20,,,0,0,0,0,0,3,1,1,3,3,0
Avenida Guerra Junqueiro 28D Lisbon,SOCIEDADE INTERBANCARIA,SI16,-9.13614,38.73971,Avenidas Novas,5,2556.57807577,641.088690715,48,13.9975,38,7,18,,,0,0,0,0,0,5,2,2,2,2,0
Avenida Dom Joao Ii 1.16.04-A Lisbon,SOCIEDADE INTERBANCARIA,SI18,-9.09828,38.77064,Parque das Na,16,1840.76817446,492.041535739,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Avenida 24 De Julho 74-76 Lisbon,SOCIEDADE INTERBANCARIA,SI19,-9.15799,38.70571,Estrela,11,1761.21462626,623.243202111,36,4.671,55,16,18,,,0,0,0,0,0,3,1,4,4,2,0
Rua Belem 24-26 Lisbon,SOCIEDADE INTERBANCARIA,SI20,-9.20219,38.69736,Belém,6,2084.79718522,44.5902780642,44,7.0833,44,14,9,,,0,0,0,0,0,4,2,3,4,2,0
Avenida Dom Joao Ii 11 Lisbon,SOCIEDADE INTERBANCARIA,SI21,-9.09818,38.76229,Parque das Na,16,2404.61435116,1392.9644172,58,14.295,40,6,9,,,0,0,0,0,0,6,2,2,2,2,0
Rua Carlos Alberto Da Mota Pinto 1 Lisbon,SOCIEDADE INTERBANCARIA,SI22,-9.16048,38.72386,Santo Antonio,19,1110.52327387,498.266310351,48,11.423,54,12,28,,,0,0,0,0,0,5,2,4,3,4,0
Avenida Fontes Pereira De Melo 35 a Lisbon,SOCIEDADE INTERBANCARIA,SI23,-9.14695,38.73103,Avenidas Novas,5,2139.42900574,273.417702091,48,4.371,52,10,47,,,0,0,0,0,0,5,1,4,3,5,0
Praca Duque De Saldanha 1 Lisbon,SOCIEDADE INTERBANCARIA,SI24,-9.14466,38.73293,Avenidas Novas,5,2161.64301424,518.323738795,44,2.6551,50,12,37,,,0,0,0,0,0,4,1,4,3,4,0
Rua Luis De Camoes 61-65 Lisbon,SOCIEDADE INTERBANCARIA,SI25,-9.18148,38.70282,Alcântara,1,756.638254279,366.516575318,44,25.642,30,15,18,,,0,0,0,0,0,4,3,1,4,2,0
Avenida Engenheiro Duarte Pacheco Lisbon,SOCIEDADE INTERBANCARIA,SI26,-9.16444,38.72362,Campo de Ourique,8,765.838054525,831.463581423,64,7.9596,45,2,65,,,0,0,0,0,0,6,2,3,1,5,0
Rua Carmo Lisbon,SOCIEDADE INTERBANCARIA,SI27,-9.13966,38.71207,Santa Maria Maior,18,3135.46704172,294.579847982,46,2.8326,61,13,84,,,0,0,0,0,0,4,1,5,3,5,0
Praca Principe Real 28-D Lisbon,SOCIEDADE INTERBANCARIA,SI28,-9.14814,38.71669,Santo Antonio,19,2269.27699338,363.516975899,56,0.0,49,5,18,,,0,0,0,0,0,5,1,4,2,2,0
Avenida 5 De Outubro 158a Lisbon,SOCIEDADE INTERBANCARIA,SI29,-9.14834,38.74033,Avenidas Novas,5,1508.43973056,575.481243091,34,6.5552,53,18,18,,,0,0,0,0,0,3,2,4,4,2,0
Avenida Columbano Bordalo Pinheiro 75-B Lisbon,SOCIEDADE INTERBANCARIA,SI30,-9.16344,38.73867,Avenidas Novas,5,620.889869554,561.928982418,44,19.6764,48,13,9,,,0,0,0,0,0,4,3,3,3,2,0
Avenida Dom Joao Ii 1.16.03 C Lisbon,SOCIEDADE INTERBANCARIA,SI31,-9.09828,38.77064,Parque das Na,16,1840.76817446,492.041535739,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Rua Pascoal De Melo 116 Lisbon,SOCIEDADE INTERBANCARIA,SI32,-9.13589,38.73117,Arroios,4,2911.25691741,78.3405714411,60,27.0824,45,7,37,,,0,0,0,0,0,6,4,3,2,4,0
Praca Restauradores 58 Lisbon,SOCIEDADE INTERBANCARIA,SI33,-9.14126,38.71599,Santa Maria Maior,18,2866.51060955,154.313722511,42,1.3329,45,13,28,,,0,0,0,0,0,4,1,3,3,4,0
Avenida De Roma 40 Lisbon,BANCO SANTANDER TOTTA,ST01,-9.14033,38.7467,Alvalade,2,1807.38503539,643.684753704,44,14.3092,42,8,37,,,0,0,0,0,0,4,2,3,2,4,0
Avenida Antonio Augusto De Aguiar 31 Lisbon,BANCO SANTANDER TOTTA,ST02,-9.15351,38.73308,Campolide,9,1581.80858354,376.78563974,44,1.1657,47,14,9,,,0,0,0,0,0,4,1,3,4,2,0
Aeroporto Da Portela S/N Lisbon,BANCO SANTANDER TOTTA,ST03,-9.13537,38.77559,Olivais,15,1173.74225281,710.121988906,50,0.1558,35,5,9,,,0,0,0,0,0,5,1,2,2,2,0
Travessa Estevao Pinto S/N Lisbon,BANCO SANTANDER TOTTA,ST04,-9.16125,38.73258,Campolide,9,997.594570524,226.092949889,38,0.0,34,12,9,,,0,0,0,0,0,3,1,2,3,2,0
Avenida Coronel Eduardo Galhardo Lote a 2. Lisbon,BANCO SANTANDER TOTTA,ST05,-9.12464,38.72824,Penha de Franea,17,3892.8218389,251.369559411,18,26.8171,50,22,28,,,0,0,0,0,0,1,4,4,5,4,0
Rua Almada Negreiros Lisbon,BANCO SANTANDER TOTTA,ST06,-9.10638,38.761,Olivais,15,1822.32415016,1053.95418897,60,21.3944,37,3,9,,,0,0,0,0,0,6,3,2,1,2,0
Rua Do Cruzeiro 117 Lisbon,BANCO SANTANDER TOTTA,ST07,-9.19186,38.70732,Alcântara,1,1237.35052496,1282.79208605,38,12.3383,39,14,9,,,0,0,0,0,0,3,2,2,4,2,0
Avenida De Berlim Lisbon,BANCO SANTANDER TOTTA,ST08,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida De Ceuta Lisbon,BANCO SANTANDER TOTTA,ST09,-9.17532,38.71676,Alcântara,1,669.636751643,575.632404789,38,33.4206,35,13,9,,,0,0,0,0,0,3,4,2,3,2,0
Avenida Do Brasil 38-A Lisbon,BANCO SANTANDER TOTTA,ST10,-9.14945,38.75539,Alvalade,2,752.606886373,681.43988161,46,22.0574,39,7,9,,,0,0,0,0,0,4,3,2,2,2,0
Circular Norte Lisbon,BANCO SANTANDER TOTTA,ST100,-9.11905,38.77632,Olivais,15,776.70836882,1073.12631611,22,5.0162,30,22,9,,,0,0,0,0,0,1,1,1,5,2,0
Rua Cidade De Bolama LT 99 Lisbon,BANCO SANTANDER TOTTA,ST11,-9.11602,38.76205,Olivais,15,1103.20163446,292.333458389,30,17.907,28,20,28,,,0,0,0,0,0,2,3,1,5,4,0
Rua Alves Redol Lisbon,BANCO SANTANDER TOTTA,ST12,-9.14052,38.73652,Avenidas Novas,5,2289.77785548,227.566363846,52,12.3401,50,8,18,,,0,0,0,0,0,5,2,4,2,2,0
Centro Congressos - PC Das Industrias Lisbon,BANCO SANTANDER TOTTA,ST14,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Praca Armada Lisbon,BANCO SANTANDER TOTTA,ST16,-9.17059,38.70518,Alcântara,1,756.583911996,616.034002021,38,9.1194,49,13,9,,,0,0,0,0,0,3,2,4,3,2,0
Avenida Dom Carlos I 45-49 Lisbon,BANCO SANTANDER TOTTA,ST17,-9.15288,38.70753,MisericOrdia,14,2173.64005471,472.403838834,20,3.4019,59,22,28,,,0,0,0,0,0,1,1,5,5,4,0
Aeroporto Da Portela Term. 2 Lisbon,BANCO SANTANDER TOTTA,ST19,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Jose Antonio Serrano Lisbon,BANCO SANTANDER TOTTA,ST20,-9.13664,38.7169,Santa Maria Maior,18,3235.68063064,143.785302361,26,2.8798,63,17,56,,,0,0,0,0,0,2,1,5,4,5,0
Rua Buenos Aires 18 Lisbon,BANCO SANTANDER TOTTA,ST24,-9.16179,38.71066,Estrela,11,1404.67327963,474.808484312,26,10.4715,53,18,9,,,0,0,0,0,0,2,2,4,4,2,0
Avenida Fontes Pereira De Melo 42 E Lisbon,BANCO SANTANDER TOTTA,ST25,-9.14558,38.73223,Avenidas Novas,5,2143.70538241,451.166221973,48,4.2866,50,8,56,,,0,0,0,0,0,5,1,4,2,5,0
Rua Da Beneficencia 7 Lisbon,BANCO SANTANDER TOTTA,ST26,-9.15365,38.73944,Avenidas Novas,5,1115.48187917,294.318578301,42,8.1387,52,13,18,,,0,0,0,0,0,4,2,4,3,2,0
Avenida Dom Joao Ii Loja D Lisbon,BANCO SANTANDER TOTTA,ST27,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Avenida Julio Dinis 27 B Lisbon,BANCO SANTANDER TOTTA,ST29,-9.14846,38.74197,Avenidas Novas,5,1457.68172375,702.317631154,28,6.5069,46,16,28,,,0,0,0,0,0,2,2,3,4,4,0
Aeroporto Da Portela Nova Zona De Check in Lisbon,BANCO SANTANDER TOTTA,ST30,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida Julio Dinis 10a Lisbon,BANCO SANTANDER TOTTA,ST31,-9.14805,38.74227,Avenidas Novas,5,1487.87188044,703.551984551,28,9.0924,46,16,28,,,0,0,0,0,0,2,2,3,4,4,0
Centro Congressos - PC Das Industrias Lisbon,BANCO SANTANDER TOTTA,ST32,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida Dom Joao Ii LT.1.04.01 Lisbon,BANCO SANTANDER TOTTA,ST33,-9.09822,38.76605,Parque das Na,16,2293.1272471,981.1890764,50,0.1282,36,8,47,,,0,0,0,0,0,5,1,2,2,5,0
Rua Bojador Lisbon,BANCO SANTANDER TOTTA,ST34,-9.09259,38.77172,Parque das Na,16,1984.10905215,452.693708352,64,0.1389,54,5,37,,,0,0,0,0,0,6,1,4,2,4,0
Rua Alves Redol Lisbon,BANCO SANTANDER TOTTA,ST36,-9.14052,38.73652,Avenidas Novas,5,2289.77785548,227.566363846,52,12.3401,50,8,18,,,0,0,0,0,0,5,2,4,2,2,0
Avenida Columbano Bordalo Pinheiro 85 Lisbon,BANCO SANTANDER TOTTA,ST37,-9.16351,38.73836,Avenidas Novas,5,653.289507009,571.441507755,38,14.6857,27,12,18,,,0,0,0,0,0,3,2,1,3,2,0
Aeroporto Da Portela Lisbon,BANCO SANTANDER TOTTA,ST38,-9.13537,38.77559,Olivais,15,1173.74225281,710.121988906,50,0.1558,35,5,9,,,0,0,0,0,0,5,1,2,2,2,0
Praca Marques De Pombal 2 Lisbon,BANCO SANTANDER TOTTA,ST39,-9.18124,38.71123,Alcântara,1,388.963289805,504.209978414,42,0.1022,25,17,9,,,0,0,0,0,0,4,1,1,4,2,0
Avenida De Berlim 10 Lisbon,BANCO SANTANDER TOTTA,ST41,-9.10705,38.768,Olivais,15,1501.762499,1015.7252114,16,21.9156,27,23,9,,,0,0,0,0,0,1,3,1,5,2,0
Avenida De Roma 40 Lisbon,BANCO SANTANDER TOTTA,ST42,-9.14033,38.7467,Alvalade,2,1807.38503539,643.684753704,44,14.3092,42,8,37,,,0,0,0,0,0,4,2,3,2,4,0
Avenida Dom Carlos I 4 Lisbon,BANCO SANTANDER TOTTA,ST43,-9.15243,38.70722,MisericOrdia,14,2215.47674641,444.085800226,24,0.0,62,19,28,,,0,0,0,0,0,2,1,5,5,4,0
Avenida Engenheiro Duarte Pacheco 21 Lisbon,BANCO SANTANDER TOTTA,ST44,-9.15918,38.72426,Santo Antonio,19,1228.78758119,398.495372577,48,8.7969,54,12,28,,,0,0,0,0,0,5,2,4,3,4,0
Estadio Alvalade Xxi - R. Prof. Fernando Fonseca Lisbon,BANCO SANTANDER TOTTA,ST45,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Praca Dom Joao Da Camara Lisbon,BANCO SANTANDER TOTTA,ST46,-9.14022,38.71452,Santa Maria Maior,18,2998.49470412,48.5959053998,46,9.8431,45,9,47,,,0,0,0,0,0,4,2,3,2,5,0
Aeroporto Da Portela Lisbon,BANCO SANTANDER TOTTA,ST49,-9.13537,38.77559,Olivais,15,1173.74225281,710.121988906,50,0.1558,35,5,9,,,0,0,0,0,0,5,1,2,2,2,0
Avenida De Berlim Lisbon,BANCO SANTANDER TOTTA,ST50,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida Antonio Augusto De Aguiar 31 Lisbon,BANCO SANTANDER TOTTA,ST51,-9.15351,38.73308,Campolide,9,1581.80858354,376.78563974,44,1.1657,47,14,9,,,0,0,0,0,0,4,1,3,4,2,0
Condominio Villa Restelo - R. San Levy Lisbon,BANCO SANTANDER TOTTA,ST52,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Augusta 237 Lisbon,BANCO SANTANDER TOTTA,ST53,-9.13837,38.7121,Santa Maria Maior,18,3238.73976963,349.529452881,40,3.416,58,15,84,,,0,0,0,0,0,4,1,5,4,5,0
Rua Do Bojador Pav. 2 Lisbon,BANCO SANTANDER TOTTA,ST54,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Estrada Benfica 672 Lisbon,BANCO SANTANDER TOTTA,ST55,-9.20353,38.75157,Benfica,7,790.512603255,756.230227954,34,22.6859,39,10,18,,,0,0,0,0,0,3,3,2,3,2,0
Rua Da Mesquita 6 Lisbon,BANCO SANTANDER TOTTA,ST56,-9.16024,38.73548,Campolide,9,966.364499623,299.433204135,42,0.0832,48,14,9,,,0,0,0,0,0,4,1,3,4,2,0
Avenida Alvares Cabral 49 Lisbon,BANCO SANTANDER TOTTA,ST57,-9.15696,38.71779,Campo de Ourique,8,1502.81537556,310.143189102,54,11.0762,52,5,18,,,0,0,0,0,0,5,2,4,2,2,0
Avenida Antonio Augusto De Aguiar 31 Lisbon,BANCO SANTANDER TOTTA,ST58,-9.15351,38.73308,Campolide,9,1581.80858354,376.78563974,44,1.1657,47,14,9,,,0,0,0,0,0,4,1,3,4,2,0
Rua Dom Pedro V 108 a Lisbon,BANCO SANTANDER TOTTA,ST59,-9.14721,38.71609,Santo Antonio,19,2366.21251623,271.142789695,54,14.1975,54,4,18,,,0,0,0,0,0,5,2,4,1,2,0
Avenida Fontes Pereira De Melo 35 Lisbon,BANCO SANTANDER TOTTA,ST60,-9.14688,38.73114,Avenidas Novas,5,2135.63228746,286.948626978,48,4.371,52,10,47,,,0,0,0,0,0,5,1,4,3,5,0
Avenida Dom Carlos I 4 Lisbon,BANCO SANTANDER TOTTA,ST61,-9.15243,38.70722,MisericOrdia,14,2215.47674641,444.085800226,24,0.0,62,19,28,,,0,0,0,0,0,2,1,5,5,4,0
Avenida Ilha Da Madeira 28 Lisbon,BANCO SANTANDER TOTTA,ST62,-9.20754,38.70574,Belém,6,1317.22108146,918.542041705,38,21.1269,50,16,9,,,0,0,0,0,0,3,3,4,4,2,0
Alameda Das Linhas De Torres 233 Lisbon,BANCO SANTANDER TOTTA,ST64,-9.16082,38.77164,Lumiar,12,1458.47432506,963.83528507,36,27.7114,26,13,18,,,0,0,0,0,0,3,4,1,3,2,0
Avenida Columbano Bordalo Pinheiro 85 Lisbon,BANCO SANTANDER TOTTA,ST65,-9.16351,38.73836,Avenidas Novas,5,653.289507009,571.441507755,38,14.6857,27,12,18,,,0,0,0,0,0,3,2,1,3,2,0
Avenida Praia Da Vitoria 7 a 9a Lisbon,BANCO SANTANDER TOTTA,ST66,-9.14213,38.73404,Avenidas Novas,5,2282.07323117,377.568533866,34,8.0947,55,13,18,,,0,0,0,0,0,3,2,4,3,2,0
Rua Do Bojador Pav. 1 Lisbon,BANCO SANTANDER TOTTA,ST67,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Largo Dona Estefania 12 B-C Lisbon,BANCO SANTANDER TOTTA,ST68,-9.14069,38.73187,Arroios,4,2513.81677998,376.574740791,48,24.6662,55,12,18,,,0,0,0,0,0,5,3,4,3,2,0
Alameda Universidade Lisbon,BANCO SANTANDER TOTTA,ST69,-9.1562,38.75281,Alvalade,2,702.972168694,896.842880476,62,0.0,39,2,9,,,0,0,0,0,0,6,1,2,1,2,0
Avenida Engenheiro Duarte Pacheco Lisbon,BANCO SANTANDER TOTTA,ST70,-9.16444,38.72362,Campo de Ourique,8,765.838054525,831.463581423,64,7.9596,45,2,65,,,0,0,0,0,0,6,2,3,1,5,0
Praca Figueira 5 C Lisbon,BANCO SANTANDER TOTTA,ST71,-9.13821,38.71412,Santa Maria Maior,18,3178.64012099,187.411928187,28,2.343,57,18,65,,,0,0,0,0,0,2,1,5,4,5,0
Avenida Da Republica 81 Lisbon,BANCO SANTANDER TOTTA,ST72,-9.14727,38.74199,Avenidas Novas,5,1559.4948279,637.185691334,52,6.5069,42,7,28,,,0,0,0,0,0,5,2,3,2,4,0
Rua Fernando Palha 69 Lisbon,BANCO SANTANDER TOTTA,ST73,-9.10018,38.74674,Marvila,13,3136.69841512,1053.92305818,32,17.7813,52,19,9,,,0,0,0,0,0,3,3,4,5,2,0
Avenida Berna 24 Lisbon,BANCO SANTANDER TOTTA,ST74,-9.1498,38.74079,Avenidas Novas,5,1372.34305852,655.379012771,32,2.5823,51,18,18,,,0,0,0,0,0,3,1,4,4,2,0
Estacao De Entrecampos Lisbon,BANCO SANTANDER TOTTA,ST75,-9.14756,38.74538,Alvalade,2,1522.43479128,478.510775232,64,15.2065,38,3,9,,,0,0,0,0,0,6,2,2,1,2,0
Rua Rodrigo Da Fonseca 143 Lisbon,BANCO SANTANDER TOTTA,ST76,-9.15818,38.72831,Campolide,9,1449.83105474,466.410814793,40,13.6373,47,16,18,,,0,0,0,0,0,4,2,3,4,2,0
Estrada Benfica 672 Lisbon,BANCO SANTANDER TOTTA,ST77,-9.20353,38.75157,Benfica,7,790.512603255,756.230227954,34,22.6859,39,10,18,,,0,0,0,0,0,3,3,2,3,2,0
Aeroporto Da Portela Lisbon,BANCO SANTANDER TOTTA,ST78,-9.13537,38.77559,Olivais,15,1173.74225281,710.121988906,50,0.1558,35,5,9,,,0,0,0,0,0,5,1,2,2,2,0
Rua Das Trinas 49 Lisbon,BANCO SANTANDER TOTTA,ST79,-9.15727,38.70865,Estrela,11,1786.0640517,291.406852859,38,10.0786,48,13,18,,,0,0,0,0,0,3,2,3,3,2,0
Aeroporto Da Portela Lisbon,BANCO SANTANDER TOTTA,ST80,-9.13537,38.77559,Olivais,15,1173.74225281,710.121988906,50,0.1558,35,5,9,,,0,0,0,0,0,5,1,2,2,2,0
Rua Jose Antonio Serrano Lisbon,BANCO SANTANDER TOTTA,ST81,-9.13664,38.7169,Santa Maria Maior,18,3235.68063064,143.785302361,26,2.8798,63,17,56,,,0,0,0,0,0,2,1,5,4,5,0
Alameda Dom Afonso Henriques 66 Lisbon,BANCO SANTANDER TOTTA,ST82,-9.1334,38.73764,Areeiro,3,2840.21886106,664.483317613,50,17.3327,42,5,18,,,0,0,0,0,0,5,3,3,2,2,0
Rua Luis De Camoes 35 Lisbon,BANCO SANTANDER TOTTA,ST83,-9.18141,38.70274,Alcântara,1,762.162777849,364.776538406,44,25.642,30,15,18,,,0,0,0,0,0,4,3,1,4,2,0
Alameda Oceanos 3.01.02 Lisbon,BANCO SANTANDER TOTTA,ST84,-9.09704,38.75579,Marvila,13,2817.88027532,1532.4536267,58,15.8297,42,4,9,,,0,0,0,0,0,6,2,3,1,2,0
Avenida Fontes Pereira De Melo 42 E Lisbon,BANCO SANTANDER TOTTA,ST85,-9.14558,38.73223,Avenidas Novas,5,2143.70538241,451.166221973,48,4.2866,50,8,56,,,0,0,0,0,0,5,1,4,2,5,0
Praca Figueira 5 C Lisbon,BANCO SANTANDER TOTTA,ST86,-9.13821,38.71412,Santa Maria Maior,18,3178.64012099,187.411928187,28,2.343,57,18,65,,,0,0,0,0,0,2,1,5,4,5,0
Avenida De Ceuta Lisbon,BANCO SANTANDER TOTTA,ST87,-9.17532,38.71676,Alcântara,1,669.636751643,575.632404789,38,33.4206,35,13,9,,,0,0,0,0,0,3,4,2,3,2,0
Praca De Alvalade Lisbon,BANCO SANTANDER TOTTA,ST88,-9.13939,38.74776,Alvalade,2,1728.89900022,669.893989325,66,23.8172,43,3,18,,,0,0,0,0,0,6,3,3,1,2,0
Rua Professor Joao Barreira 5C Lisbon,BANCO SANTANDER TOTTA,ST89,-9.17089,38.76118,Lumiar,12,419.753685654,549.273258281,48,10.6231,26,11,9,,,0,0,0,0,0,5,2,1,3,2,0
Doca Do Bom Sucesso Lisbon,BANCO SANTANDER TOTTA,ST90,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Avenida Dom Joao Ii Loja D Lisbon,BANCO SANTANDER TOTTA,ST91,-9.09772,38.7708,Parque das Na,16,1843.72269578,458.509749462,72,7.804,43,2,9,,,0,0,0,0,0,6,2,3,1,2,0
Avenida Julio Dinis 27 B Lisbon,BANCO SANTANDER TOTTA,ST92,-9.14846,38.74197,Avenidas Novas,5,1457.68172375,702.317631154,28,6.5069,46,16,28,,,0,0,0,0,0,2,2,3,4,4,0
Rua Rodrigo Da Fonseca 121 Lisbon,BANCO SANTANDER TOTTA,ST93,-9.15725,38.72728,Santo Antonio,19,1478.40749525,493.977361066,44,33.7728,55,14,18,,,0,0,0,0,0,4,4,4,4,2,0
Travessa Do Castro 1 Lisbon,BANCO SANTANDER TOTTA,ST94,-9.19092,38.7043,Alcântara,1,1254.89966603,1155.3372946,26,27.0992,30,17,9,,,0,0,0,0,0,2,4,1,4,2,0
Aeroporto Da Portela Lisbon,BANCO SANTANDER TOTTA,ST95,-9.13537,38.77559,Olivais,15,1173.74225281,710.121988906,50,0.1558,35,5,9,,,0,0,0,0,0,5,1,2,2,2,0
Rua Rodrigo Da Fonseca 143 a Lisbon,BANCO SANTANDER TOTTA,ST96,-9.15813,38.72826,Campolide,9,1451.29865906,471.645153983,40,13.6373,47,16,18,,,0,0,0,0,0,4,2,3,4,2,0
Condominio Villa Restelo - R. San Levy Lisbon,BANCO SANTANDER TOTTA,ST97,-9.13934,38.72225,Arroios,4,2939.66162472,365.224277907,56,1.505,47,9,9,,,0,0,0,0,0,5,1,3,2,2,0
Rua Mario Botas Lisbon,BANCO SANTANDER TOTTA,ST99,-9.09891,38.7582,Marvila,13,2539.19755189,1447.8968352,48,0.0,39,8,9,,,0,0,0,0,0,5,1,2,2,2,0
