@relation 'completeData-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,12-14,16,18,20,22,24-68,70-71-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R3-7'

@attribute mway_dist numeric
@attribute police_dis numeric
@attribute n_freq_attack {0,1}

@data
847.292865,169.952212,0
3247.671185,519.949242,0
2939.661625,365.224278,0
1171.267811,356.030163,0
2939.661625,365.224278,0
2008.137872,652.809688,0
2939.661625,365.224278,0
2161.643014,518.323739,0
2939.661625,365.224278,0
2176.146061,433.029765,0
979.179223,1297.637281,0
